domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,prob_uniform,combined,task,65346,0.30764902778380654,0.7291800569277385,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,prob_uniform,combined,social,17295,0.05916846602697237,0.12969066204105234,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
