dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8126739324562539,0.05864841334262406,0.0758941832726363,0.8343988731270221
noxij,400748,0.6478148128713201,0.05113093449562466,0.07441516138154333,0.6862512819675723
