role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.911213864432208,0.05225335739893736,0.07308583850278694,0.9146984100738448
expert,1,488942,0.866880436225178,0.05888197239511034,0.07743450984601884,0.8747945950411283
