domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,prob_two_head,combined,task,215692,0.33934173073030305,0.5752415481334495,"{""task"": [0.85, 0.1, 0.05]}"
CC,prob_two_head,combined,social,184616,0.29154302144914473,0.561787710707631,"{""social"": [0.7, 0.25, 0.05]}"
