domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,prob_uniform,combined,task,65346,0.2136818688136236,0.5211183546047194,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,prob_uniform,combined,social,17295,0.27386888071163146,0.5848511130384504,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
