domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,uniform,combined,task,65346,0.5157568665066741,0.7605515257246044,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,uniform,combined,social,17295,0.11780828921139425,0.2106967331598728,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
