role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,384143,0.34453609133809954,0.5107199225457429,0.7493440727314474,0.759576511871881
purple,social,384143,0.2952109961536487,0.394177499823423,0.7050366378976226,0.7597717516653955
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
