group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.40366811967849764,0.4633213909022454,0.7221341784868499,0.7034095430477765
overall,social,17295,0.07326783888344188,0.1775218782793532,0.08462647771528065,0.19098005203816132
