domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,uniform,combined,task,215692,0.34518905114211645,0.6287993991432227,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CC,uniform,combined,social,184616,0.36863301661088793,0.6137929540234865,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
