group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.35728474784731495,0.48180705581372396,0.6033472667758872,0.5786028225432561
overall,social,184616,0.2932895002702166,0.34237816282885547,0.5504093982996398,0.5322128092906357
