domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,purple,task,104317,0.25631384575863686,0.4242725146402174,0.5483079235091486,0.5265680569801662
CC,purple,social,90804,0.29170947816907156,0.310539851965542,0.5312911871623058,0.5326967974979075
CC,yellow,task,111375,0.42326025427887676,0.48678516536866845,0.6484254553444267,0.6273400673400673
CC,yellow,social,93812,0.294083059617164,0.3581929399182444,0.5614433257537209,0.5317443397433165
