domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,two_head,combined,task,215692,0.34220305796378864,0.5897668898243792,"{""task"": [0.65, 0.15, 0.2]}"
CC,two_head,combined,social,184616,0.3024590032134306,0.5775826580578065,"{""social"": [0.5, 0.3, 0.2]}"
