group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.33394801999545354,0.4230875988632963,0.5781730173309715,0.5456762420488475
overall,social,184616,0.421179457001345,0.4355925830028767,0.6301637117384203,0.622660007799974
