scope,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio
CC,hmm_uniform_start,mix=1;strength=12;alpha=1,mean,400308,0.623294208020784,0.43420810058990345,28,400280,236,365,0.0005895872888977715,0.0009118616968122314,1.5466101694915255
CC,hmm_uniform_start,mix=1;strength=8;alpha=1,mean,400308,0.6178054923076695,0.4265433803415373,28,400280,236,466,0.0005895872888977715,0.0011641850704506844,1.9745762711864407
CC,hmm_uniform_start,mix=1;strength=4;alpha=1,mean,400308,0.6100563217764504,0.41760998093160695,28,400280,236,681,0.0005895872888977715,0.001701309083641451,2.885593220338983
CC,hmm_uniform_start,mix=0.75;strength=12;alpha=1,mean,400308,0.6097688671768617,0.4171833177572078,28,400280,236,697,0.0005895872888977715,0.0017412811032277405,2.9533898305084745
CC,hmm_uniform_start,mix=0.75;strength=8;alpha=1,mean,400308,0.6077104380431386,0.4136803429480037,28,400280,236,864,0.0005895872888977715,0.0021584890576596383,3.6610169491525424
CC,hmm_uniform_start,mix=0.5;strength=12;alpha=1,mean,400308,0.6070091925442025,0.4126671005306457,28,400280,236,880,0.0005895872888977715,0.002198461077245928,3.7288135593220337
CC,hmm_uniform_start,mix=0.5;strength=8;alpha=1,mean,400308,0.6063812951555255,0.4121399124427573,28,400280,236,1129,0.0005895872888977715,0.00282052563205756,4.783898305084746
CC,hmm_uniform_start,mix=1;strength=2;alpha=1,mean,400308,0.6055742401778306,0.4111893787180525,28,400280,236,987,0.0005895872888977715,0.0024657739582292395,4.182203389830509
CC,hmm_uniform_start,mix=0.25;strength=12;alpha=1,mean,400308,0.6050965687764789,0.41026376672544074,28,400280,236,1268,0.0005895872888977715,0.0031677825522134504,5.372881355932203
CC,hmm_uniform_start,mix=0.75;strength=4;alpha=1,mean,400308,0.6048984246904379,0.40992804082199713,28,400280,236,1269,0.0005895872888977715,0.0031702808034375935,5.377118644067797
CC,hmm_uniform_start,mix=1;strength=1;alpha=1,mean,400308,0.6037608155243306,0.4086599118293238,28,400280,236,1425,0.0005895872888977715,0.0035600079944039173,6.038135593220339
CC,hmm_uniform_start,mix=0.5;strength=4;alpha=1,mean,400308,0.6029781354653859,0.407402860750685,28,400280,236,1605,0.0005895872888977715,0.0040096932147496754,6.8008474576271185
CC,hmm_uniform_start,mix=0.25;strength=8;alpha=1,mean,400308,0.6027987699416717,0.40726326066004864,28,400280,236,1548,0.0005895872888977715,0.0038672928949735185,6.559322033898305
CC,hmm_uniform_start,mix=0.75;strength=2;alpha=1,mean,400308,0.6024863217422728,0.4064035510234023,28,400280,236,1821,0.0005895872888977715,0.004549315479164585,7.716101694915254
