role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,325778,0.14350105816016773,0.14718800906507604,0.16951179742835693,0.6038962313967442
expert,1,325778,0.16497240799273846,0.11197398226423046,0.14236609685457904,0.629948475331808
