dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,0.31046178480506414,0.11570293403923852,0.145131205461427,0.5956287291511775
noxij,247800,0.11106348475823156,0.15219338730965307,0.17350246617075119,0.2640019307552895
