domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,shared,combined,task,65346,0.35668019647961396,0.7804150215774492,"{""all"": [0.4, 0.5, 0.1]}"
CR,shared,combined,social,17295,0.03148276417275385,0.21572708875397514,"{""all"": [0.4, 0.5, 0.1]}"
