domain,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio,excess_flips
CC,baseline,none,task,215692,0.5897668898243792,0.34220305796378864,14,215678,148,3515,0.0006862081436215099,0.01629744341101086,23.75,3367
CC,baseline,none,social,184616,0.5775826580578065,0.3024590032134306,14,184602,88,3580,0.00047670122750566085,0.019393072664434838,40.68181818181818,3492
CC,hmm_no_prior,mix=1;strength=8,task,215692,0.6348636018025703,0.3938009819067883,14,215678,148,207,0.0006862081436215099,0.0009597640927679226,1.3986486486486487,59
CC,hmm_no_prior,mix=1;strength=8,social,184616,0.6175033583221389,0.3479564151242927,14,184602,88,103,0.00047670122750566085,0.0005579571185577621,1.1704545454545454,15
CC,hmm_prior_uniform,mix=1;strength=8;prior=0.25,task,215692,0.5900682454611205,0.37528721035977175,14,215678,148,213,0.0006862081436215099,0.0009875833418336595,1.4391891891891893,65
CC,hmm_prior_uniform,mix=1;strength=8;prior=0.25,social,184616,0.5809247302508992,0.3202095731318616,14,184602,88,121,0.00047670122750566085,0.0006554641878202837,1.375,33
CC,hmm_prior_uniform,mix=1;strength=8;prior=0.5,task,215692,0.5234964671846892,0.3267500607901317,14,215678,148,219,0.0006862081436215099,0.0010154025908993964,1.4797297297297298,71
CC,hmm_prior_uniform,mix=1;strength=8;prior=0.5,social,184616,0.5656606144646185,0.3240901753482392,14,184602,88,136,0.00047670122750566085,0.0007367200788723849,1.5454545454545454,48
CC,hmm_prior_uniform,mix=1;strength=8;prior=1,task,215692,0.3338464106225544,0.1850345925616545,14,215678,148,227,0.0006862081436215099,0.0010524949229870455,1.5337837837837838,79
CC,hmm_prior_uniform,mix=1;strength=8;prior=1,social,184616,0.48739004203319325,0.29162533322653067,14,184602,88,177,0.00047670122750566085,0.0009588195144147951,2.0113636363636362,89
CC,hmm_prior_uniform,mix=1;strength=8;prior=1.5,task,215692,0.1689446061977264,0.049988825994904076,14,215678,148,105,0.0006862081436215099,0.0004868368586503955,0.7094594594594594,-43
CC,hmm_prior_uniform,mix=1;strength=8;prior=1.5,social,184616,0.28863153789487367,0.14652939381294605,14,184602,88,192,0.00047670122750566085,0.0010400754054668963,2.1818181818181817,104
