domain,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio,excess_flips
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=0.25,social,17295,0.2411679676206996,0.11837323939561713,4,17291,6,22,0.0003470013301717657,0.0012723382106298075,3.6666666666666665,16
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=0.5,task,65346,0.7719064671135188,0.5298545517695652,5,65341,25,52,0.00038260816332777274,0.0007958249797217674,2.08,27
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=0.5,social,17295,0.21653657126337092,0.07513068584389153,4,17291,6,9,0.0003470013301717657,0.0005205019952576485,1.5,3
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=1,task,65346,0.569614054418021,0.3088773264239598,5,65341,25,76,0.00038260816332777274,0.0011631288165164292,3.04,51
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=1,social,17295,0.19196299508528478,-0.014541903175064642,4,17291,6,5,0.0003470013301717657,0.00028916777514313805,0.8333333333333334,-1
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=1.5,task,65346,0.3728001713953417,0.19028204792357153,5,65341,25,70,0.00038260816332777274,0.0010713028573177638,2.8,45
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=1.5,social,17295,0.20479907487713211,-0.0009739646465225522,4,17291,6,9,0.0003470013301717657,0.0005205019952576485,1.5,3
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=2,task,65346,0.26751446148195757,0.14143763313045324,5,65341,25,50,0.00038260816332777274,0.0007652163266555455,2.0,25
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=2,social,17295,0.2293148308759757,0.10331369901010756,4,17291,6,20,0.0003470013301717657,0.0011566711005725522,3.3333333333333335,14
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=0.25,task,65346,0.857558228506718,0.6708051019186431,5,65341,25,38,0.00038260816332777274,0.0005815644082582146,1.52,13
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=0.25,social,17295,0.29679098005203813,0.14402598235459207,4,17291,6,20,0.0003470013301717657,0.0011566711005725522,3.3333333333333335,14
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=0.5,task,65346,0.8540844122057968,0.6645842846437146,5,65341,25,40,0.00038260816332777274,0.0006121730613244365,1.6,15
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=0.5,social,17295,0.2529054640069384,0.06559630049740446,4,17291,6,12,0.0003470013301717657,0.0006940026603435314,2.0,6
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=1,task,65346,0.8282373825482815,0.6196656282366888,5,65341,25,49,0.00038260816332777274,0.0007499120001224347,1.96,24
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=1,social,17295,0.2230702515177797,-0.021566008209790342,4,17291,6,4,0.0003470013301717657,0.00023133422011451044,0.6666666666666666,-2
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=1.5,task,65346,0.8066599332782419,0.5797692459620617,5,65341,25,49,0.00038260816332777274,0.0007499120001224347,1.96,24
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=1.5,social,17295,0.20046256143394045,-0.01394301023667744,4,17291,6,5,0.0003470013301717657,0.00028916777514313805,0.8333333333333334,-1
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=2,task,65346,0.7834909558350932,0.5387950626016513,5,65341,25,50,0.00038260816332777274,0.0007652163266555455,2.0,25
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=2,social,17295,0.2040474125469789,0.003159239870671076,4,17291,6,13,0.0003470013301717657,0.0007518362153721589,2.1666666666666665,7
CR,hmm_prior_train,mix=1;strength=8;prior=0.25,task,65346,0.8488660361766597,0.6530641792235509,5,65341,25,38,0.00038260816332777274,0.0005815644082582146,1.52,13
CR,hmm_prior_train,mix=1;strength=8;prior=0.25,social,17295,0.2372940156114484,0.14627107029435113,4,17291,6,10,0.0003470013301717657,0.0005783355502862761,1.6666666666666667,4
