group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.17085781380555004,0.3243196031552434,0.5138114493468701,0.5906570480129073
overall,social,184616,0.16410549300558772,0.2941155860215516,0.4477726289324892,0.5173441088529704
