domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,1603816,0.5541905512543219,0.6240983620264363,0.7458236276602741,0.7271501219591274
CC,social,1583134,0.613582239566433,0.6837513531065669,0.7280764011691102,0.7213148097381523
