role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.3025447228780409,0.39734800274251886,0.6369634767576159,0.5767912343525234
purple,social,17295,0.09589359310714406,0.15974409530466127,0.1557741615083453,0.1851402139346632
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
