role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,288568,0.693079904518696,0.051864364131144425,0.06976300570596573,0.6943691382664723
expert,1,288568,0.8022189344723442,0.06754746364469529,0.08472226619558633,0.809081241981244
