domain,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio,excess_flips
CC,baseline,none,task,215692,0.5897668898243792,0.34220305796378864,14,215678,148,3515,0.0006862081436215099,0.01629744341101086,23.75,3367
CC,baseline,none,social,184616,0.5775826580578065,0.3024590032134306,14,184602,88,3580,0.00047670122750566085,0.019393072664434838,40.68181818181818,3492
CC,logit_mean,3,task,215692,0.5900079743337723,0.34247217238804945,14,215678,148,2995,0.0006862081436215099,0.013886441825313662,20.236486486486488,2847
CC,logit_mean,3,social,184616,0.5778101572994757,0.3026882818951568,14,184602,88,2721,0.00047670122750566085,0.014739818636851173,30.920454545454547,2633
CC,prob_mean,3,task,215692,0.5900126105743375,0.34247290116447926,14,215678,148,2984,0.0006862081436215099,0.013835439868693145,20.16216216216216,2836
CC,prob_mean,3,social,184616,0.5777939073536421,0.30269856529357086,14,184602,88,2717,0.00047670122750566085,0.014718150399237278,30.875,2629
CC,label_majority,3,task,215692,0.5898967045602063,0.3423083073977784,14,215678,148,2998,0.0006862081436215099,0.01390035144984653,20.256756756756758,2850
CC,label_majority,3,social,184616,0.5777072409758635,0.30260070514180054,14,184602,88,2738,0.00047670122750566085,0.01483190864671022,31.113636363636363,2650
CC,logit_mean,5,task,215692,0.5900821541828163,0.34253197797028884,14,215678,148,2764,0.0006862081436215099,0.012815400736282793,18.675675675675677,2616
CC,logit_mean,5,social,184616,0.5780268232439225,0.3029376613973745,14,184602,88,2376,0.00047670122750566085,0.012870933142652842,27.0,2288
CC,prob_mean,5,task,215692,0.5901609702724255,0.3426518556721878,14,215678,148,2753,0.0006862081436215099,0.012764398779662274,18.60135135135135,2605
CC,prob_mean,5,social,184616,0.578043073189756,0.3030031745837395,14,184602,88,2375,0.00047670122750566085,0.01286551608324937,26.988636363636363,2287
CC,label_majority,5,task,215692,0.5898688871168147,0.34227373880107353,14,215678,148,2738,0.0006862081436215099,0.012694850656997932,18.5,2590
CC,label_majority,5,social,184616,0.5778859903800321,0.302915389080575,14,184602,88,2363,0.00047670122750566085,0.012800511370407688,26.852272727272727,2275
CC,logit_mean,9,task,215692,0.5906663204940378,0.34315041351918263,14,215678,148,2487,0.0006862081436215099,0.01153107873774794,16.804054054054053,2339
