dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8346179982631421,0.05797821207429288,0.07448372997327535,0.8413811843860333
noxij,400748,0.7259001788819172,0.05326476361682229,0.07230258785988355,0.7434862311461915
