role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.913237330571719,0.05420876512254514,0.07245017724235668,0.9169220349817083
expert,1,488942,0.880200501583505,0.05788440931046203,0.07472758499590547,0.8875205409922172
