session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,4734,0.06928601605407689,0.7522935779816514,328,4406,108,1.903953954129597e-08,2.538188039328674e-07
019,6508,0,3306,0.0,nan,0,3306,0,nan,1.103667328071597e-07
026,345,0,104,0.0,nan,0,104,0,nan,3.063410760113169e-09
059,1488,1016,841,0.8299643281807372,0.687007874015748,698,143,318,7.285533797981777e-08,1.1785371838241232e-09
