epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,1.9780994653701782,-0.03807774339541746,1,-0.03807774339541746,0,3.673041366011603,1.7891539460106287,5.471951618004823
2,1.4663642644882202,0.0,2,0.0,0,2.498082792008063,2.0160676579980645,4.521574205020443
3,1.2163349390029907,-0.029120403900587424,2,0.0,1,2.559572953992756,1.9066793980018701,4.466393273003632
4,1.0545766353607178,-0.0031512037114398636,2,0.0,2,4.032310596987372,1.9332982109917793,5.9657416379777715
5,0.9327203035354614,-0.01941136972173379,2,0.0,3,2.5109084400173742,1.8682821950060315,4.379341910011135
6,1.1776609420776367,0.0,2,0.0,4,2.322236559004523,1.3350879549980164,3.6574573820107616
7,1.0064775943756104,-0.02451937729571724,2,0.0,5,2.5068472739949357,1.3535005909798201,3.860483627009671
8,0.910517156124115,-0.018604941751013893,2,0.0,6,2.552686910988996,1.2147289029962849,3.767550485994434
