group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.0,0.031435537071561735,0.00843591923127516,0.06708903375876106
overall,social,17295,0.0,0.02091073483478547,0.005767227820868846,0.055160450997398094
