role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.8467208540491017,0.07043950237359838,0.09251750590678993,0.8638742578249708
expert,1,488942,0.805378263543976,0.07187679936318067,0.09269525440108617,0.8213555716432146
