dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.7767270666955503,0.06832251540609828,0.08730081874611723,0.780862828558355
noxij,400748,0.44594224914607355,0.07524188256053752,0.09975266250174604,0.5070200032705888
