epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,1.1602874994277954,0.018038701279873753,0.4696769281307707,0.6006459325371314,0.04550995053792593,1,0.018038701279873753
