role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,325778,0.06877220485713366,0.4260253657217766,0.5929729661968813,0.1470759126809197
expert,1,325778,-0.020108061551176098,0.5133284905397649,0.6082221090247154,-0.07701334322080002
