role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.20642452794726804,0.33827740412708235,0.6520256468567927,0.6604229792183148
purple,social,17295,-0.0019135563490994868,0.02083058668424522,0.005745122780216808,0.05481352992194276
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
