mode,feature_kind,class_weight,train_rows,train_positive,fit_rows,fit_positive,val_rows,val_positive,average_precision,roc_auc,best_f1,best_precision,best_recall,best_threshold,best_predicted_positive,best_tp,best_fp,best_fn
logits_none,logits,none,384143,712,50712,712,17295,1452,0.10564887428634291,0.6030001431053229,0.19107611548556433,0.10944076969332532,0.7520661157024794,1.2085720975659263e-10,9978,1092,8886,360
logits_balanced,logits,balanced,384143,712,50712,712,17295,1452,0.10398907375614062,0.6066426343620746,0.19660822075308998,0.11419031719532555,0.7066115702479339,6.612852951126937e-11,8985,1026,7959,426
logits_probs_none,logits_probs,none,384143,712,50712,712,17295,1452,0.07203849513373514,0.40237756539765457,0.16235493914520238,0.08844754209584901,0.987603305785124,2.0347848353342534e-09,16213,1434,14779,18
logits_probs_balanced,logits_probs,balanced,384143,712,50712,712,17295,1452,0.07164775146584591,0.4463676287065452,0.1600874669121878,0.0873414542257943,0.9579889807162535,4.600971543687256e-13,15926,1391,14535,61
probs_none,probs,none,384143,712,50712,712,17295,1452,0.055467741467677134,0.27708233459554665,0.15705786911844238,0.08522127010212466,1.0,2.8984975556096886e-09,17038,1452,15586,0
probs_balanced,probs,balanced,384143,712,50712,712,17295,1452,0.05299591827203125,0.27297305568466335,0.15644271340473873,0.08488904543853469,0.9958677685950413,2.537315929681637e-12,17034,1446,15588,6
