role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,288568,0.6980863330294844,0.051068646204922984,0.06923953772595057,0.7121660606114455
expert,1,288568,0.8307282596755754,0.06001997688472854,0.0759718086652342,0.8381375906281989
