epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc,stale_epochs
1,0.7690605196823068,0.3884120062859157,0.10841991989487654,0.13909561769224651,0.4238370221526118,1,0.3884120062859157,0
2,0.4924079309515402,0.46407576730504746,0.09355259166387725,0.12072312687529158,0.5157513355690988,2,0.46407576730504746,0
3,0.37038368675984495,0.5356977259143474,0.07968614882698703,0.10465477890665963,0.5401837949260558,3,0.5356977259143474,0
4,0.30070747647966656,0.5079327316411086,0.07479225863230116,0.09667642319226395,0.5769349463116401,3,0.5356977259143474,1
5,0.28629994351847643,0.5927572026545844,0.06892585724579278,0.09161972906197248,0.6140031594028508,5,0.5927572026545844,0
6,0.26600959187462214,0.467581502406092,0.08952838019255248,0.11061776048826231,0.5487921802686865,5,0.5927572026545844,1
7,0.23941493683120832,0.6310561825051382,0.062027109272264194,0.08368308884145118,0.6499837556542223,7,0.6310561825051382,0
8,0.22660364382931975,0.49766743201770497,0.0797815254727365,0.10379685311987508,0.5503274334550343,7,0.6310561825051382,1
9,0.2137366999574259,0.5427239096383563,0.07958112943109741,0.09898372510001427,0.6189430511655527,7,0.6310561825051382,2
10,0.18877792115114173,0.5585389761756206,0.07527274825733046,0.09662440646213453,0.6045105027626471,7,0.6310561825051382,3
11,0.20904215217447605,0.5012931036174555,0.08531239301052937,0.10590770197225974,0.6395801883554658,7,0.6310561825051382,4
12,0.1714369273510109,0.5763531761290895,0.07606054824373071,0.09849559884511135,0.6212447913295637,7,0.6310561825051382,5
13,0.17487596086904306,0.5347500324160641,0.06725891170351178,0.09293984656756832,0.5390699621485511,7,0.6310561825051382,6
