role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,200374,0.6263886896173348,0.06385998484921122,0.0860401948426474,0.6419757584250585
expert,1,200374,0.5539282909297503,0.060194233695317165,0.08125763710280831,0.5791003687012259
