group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,1603816,0.2605994163363252,0.42011057804560703,0.5561472436382096,0.5255341011687126
overall,social,1583134,0.30532947260741033,0.4305131339257905,0.5229953010154812,0.4960426596864195
