epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,1.0515854954719543,0.1277400526296966,0.3880552251646339,0.5431654518636077,0.22329510529836016,1,0.1277400526296966
