group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,384143,0.23382101619470155,0.3828871932850996,0.7107332260816129,0.725797424396644
overall,social,384143,0.02569498246185211,0.20397476007887402,0.587314358212107,0.7029309397802381
