domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,384143,0.23382101619470155,0.3828871932850996,0.7107332260816129,0.725797424396644
CR,purple,social,384143,0.02569498246185211,0.20397476007887402,0.587314358212107,0.7029309397802381
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
