role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9047484371134767,0.058827934367187244,0.07656669568054465,0.9201959705040823
expert,1,488942,0.8883567138004924,0.05481985260755756,0.07246619380519331,0.8922325382545392
