dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8563490729883593,0.05704245106781049,0.07306957052831585,0.8601941965600814
noxij,400748,0.6972777826157266,0.05650913845991446,0.07661908662552558,0.7267020409825002
