role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,384143,0.4571372037721133,0.5586957887642414,0.7838634982122225,0.7544794516625319
purple,social,384143,0.8206874171434688,0.4858325176520587,0.9195478761904324,0.9173458842149929
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
