group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,384143,0.4571372037721133,0.5586957887642414,0.7838634982122225,0.7544794516625319
overall,social,384143,0.8206874171434688,0.4858325176520587,0.9195478761904324,0.9173458842149929
