role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,801503,0.3485258431072651,0.5111100678715645,0.6490317298923993,0.6478840378638633
purple,social,790873,0.47810343142220607,0.5634526899372364,0.6607554928151724,0.6517468670696812
yellow,task,802313,0.33107561943623637,0.5076043126804046,0.6269830440841873,0.6178586162756929
yellow,social,792261,0.45762383494804065,0.5561713429517006,0.619459359090641,0.601839545301359
