domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,purple,task,801503,0.47760817266006883,0.5691686813315853,0.7077861784588756,0.6864291212883794
CC,purple,social,790873,0.5279500928701799,0.5648020372425526,0.6783713135016511,0.6742890451437842
CC,yellow,task,802313,0.5044201954732586,0.584064222911439,0.7225195149398794,0.706847576943163
CC,yellow,social,792261,0.5491020490411344,0.6256597783339153,0.6870816813411836,0.6846329681758915
