domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,1603816,0.4911341095806148,0.5766818646442802,0.7151520536208906,0.6966435052400026
CC,social,1583134,0.5391153701132662,0.6113350542486536,0.6849592419063836,0.6794655411354945
