role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,104317,0.2776954660554035,0.4305438695485392,0.5686952329771647,0.5508402273838396
purple,social,90804,0.10084428536405175,0.27332613335243855,0.3499203042432435,0.3277498788599621
yellow,task,111375,0.39867659681174566,0.4434292037023585,0.6311928286586106,0.6285881032547699
yellow,social,93812,0.12732737167294403,0.24031451512615795,0.3486283604725654,0.31502366434997653
