role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.843037402739553,0.07288407172774908,0.10309521808521598,0.8450298169663798
expert,1,488942,0.7416896855348292,0.0806760984525984,0.10599869836377407,0.752483318017419
