dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.6612808035387127,0.08307207795267989,0.10888401796302898,0.6647949399916392
noxij,400748,0.448977562972278,0.06771869091554195,0.09799040072357644,0.4582180408218448
