role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9190053591818963,0.05545266814686005,0.0741718269696927,0.919700090853235
expert,1,488942,0.8863314528634034,0.05491253542103647,0.07335394823111942,0.8891122165171615
