group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,384143,0.353250454085796,0.45907007752194573,0.7737980592066943,0.7948862793282709
overall,social,384143,0.5631138341281272,0.38712022000008417,0.7817771027908768,0.7718505868908193
