corpus,branch,source_mode,smoother,param,group,n_frames,ccc,mae,rmse,pearson,novice_n_frames,novice_ccc,novice_mae,novice_rmse,novice_pearson,expert_n_frames,expert_ccc,expert_mae,expert_rmse,expert_pearson
noxi,metadata_head,single_visual_videomae,ema,0.35,overall,577136,0.7604830017281814,0.07547190825474435,0.09669206740702364,0.7621607704799718,288568,0.5486324941439509,0.07006127982706432,0.08961565719819026,0.5496337014415847,288568,0.7277879227428393,0.08088253668242439,0.1032847800202201,0.7343022603854996
noxi,metadata_head,single_visual_videomae,ema,0.5,overall,577136,0.7604761172689464,0.07549325619144522,0.09671529858303556,0.762166130428691,288568,0.5487038474090521,0.07009576752621827,0.08965451476508617,0.5497362204868167,288568,0.7278550031890362,0.08089074485667216,0.10329455911251272,0.7343966116515207
noxi,metadata_head,single_visual_videomae,deadband,0.02:1,overall,577136,0.7604402734893182,0.07539366825306383,0.09661778806013702,0.7620449890500113,288568,0.5483418630147786,0.06993656293787912,0.08946317233805422,0.5492171275786073,288568,0.7273513556403495,0.08085077356824853,0.10327794892656768,0.7337029984978135
noxi,metadata_head,single_visual_videomae,ema,0.1,overall,577136,0.7604228361278085,0.07526848862238258,0.09644853037471166,0.7619737570129822,288568,0.5474091655472393,0.069731121345557,0.08919203548280952,0.5480805117965486,288568,0.7268743140280666,0.08080585589920816,0.10319602138317445,0.7330877481786737
noxi,metadata_head,single_visual_videomae,causal_mean,5,overall,577136,0.7601428018806561,0.0755307884923779,0.0967686955971044,0.7618227920685431,288568,0.548019823336237,0.07011746653207697,0.08969475062064909,0.5490315692513875,288568,0.7274338966812353,0.08094411045267882,0.1033596275449446,0.7339521372530191
noxi,metadata_head,single_visual_videomae,causal_median,5,overall,577136,0.7599928400622229,0.07556361745180916,0.09680989417051832,0.7616787767670415,288568,0.5477791739854472,0.07015369867633674,0.08974268945930483,0.548806676964492,288568,0.7273048267769314,0.08097353622728157,0.10339516868415416,0.7338356418984519
noxi,metadata_head,single_visual_videomae,causal_mean,12,overall,577136,0.7596608253270326,0.07553202763045283,0.09679200123174571,0.761298540498189,288568,0.546825343390797,0.07006328976554259,0.08965799999041528,0.5477332064417848,288568,0.7266327517636569,0.08100076549536307,0.10343512963500949,0.7330533183948118
noxi,metadata_head,single_visual_videomae,causal_median,12,overall,577136,0.7591027316482588,0.0756542894648027,0.09694910911721426,0.7607596153444273,288568,0.5459252114408869,0.07019886053653361,0.08984074204377945,0.5468909526277457,288568,0.7261548154911971,0.0811097183930718,0.10357075159651062,0.7326161825273992
noxi,metadata_head,single_visual_videomae,ema,0.05,overall,577136,0.7583436496882149,0.07531149478814322,0.09649777474666378,0.7597479025343286,288568,0.5413578465629421,0.06961680565570437,0.08902539325158673,0.5416892036762737,288568,0.7235339055158312,0.08100618392058208,0.10343171862884257,0.7293191335807826
noxi,metadata_head,single_visual_videomae,causal_mean,25,overall,577136,0.7583048645124605,0.0755825891668647,0.09688749738024835,0.7598513885538366,288568,0.5434382248042632,0.07000570844835324,0.08961479783389165,0.5441196270958246,288568,0.7245274145616635,0.08115946988537615,0.10365115680206367,0.7307251589331226
noxi,metadata_head,single_visual_videomae,causal_median,25,overall,577136,0.7571512903078597,0.07582861607257224,0.09721586206257235,0.7587271320561428,288568,0.5417027419231174,0.07026985470987897,0.08999016334088186,0.5424922105888227,288568,0.7235202090887067,0.0813873774352655,0.1039404549490697,0.7297941370653308
noxi,metadata_head,single_visual_videomae,deadband,0.05:0.5,overall,577136,0.7557158644410129,0.07546579364779943,0.0966727848133228,0.7568781069577687,288568,0.5382652995726263,0.06954860121749484,0.08913146967563033,0.5384646518338644,288568,0.7194960309329597,0.08138298607810401,0.10366694632614686,0.7247083562204801
noxi,metadata_head,single_visual_videomae,deadband,0.05:1,overall,577136,0.7546417979560761,0.07626113644545511,0.09767380261343678,0.7561661370648697,288568,0.5408786534517566,0.07039835588734368,0.09009240522420833,0.5416524157561606,288568,0.7192864466028086,0.08212391700356654,0.10470769768672339,0.725545139435434
noxi,metadata_head,single_visual_videomae,deadband,0.05:0.2,overall,577136,0.7530086059693225,0.07551914348378849,0.09678372395492722,0.7540223292223485,288568,0.5344929706743046,0.06940098233274437,0.08899100652025352,0.5345467476201434,288568,0.7153160850994753,0.08163730463483265,0.10399413062129663,0.7202589337100629
noxi,metadata_head,single_visual_videomae,causal_mean,50,overall,577136,0.7528723846556673,0.07614376573672546,0.09763101148947526,0.7542693983212304,288568,0.5310523610012643,0.07031471411905581,0.09010406805367827,0.5314017691571301,288568,0.7174691563030872,0.08197281735439507,0.10461780789662059,0.7232415758283397
noxi,metadata_head,single_visual_videomae,causal_median,50,overall,577136,0.7510448820285408,0.07650910423098368,0.09815261732385677,0.752469830938046,288568,0.5280812262238853,0.07072700941283958,0.09070461661462599,0.5285459130190723,288568,0.7158972173552645,0.0822911990491278,0.1050739982100265,0.7217577442954304
noxi,metadata_head,single_visual_videomae,causal_mean,100,overall,577136,0.738922568291981,0.0775982472972828,0.09970239100363877,0.7401349024924122,288568,0.49951822311813815,0.07127057412653232,0.09178772185305291,0.49960612517947595,288568,0.7002984152722845,0.08392592046803328,0.1070333950723396,0.7053160559552748
noxi,metadata_head,single_visual_videomae,causal_median,100,overall,577136,0.7348365755052639,0.0782222283594085,0.1007699813324468,0.736099804158749,288568,0.4923062533306078,0.07194361774118342,0.09298275956262136,0.4924583419472522,288568,0.6965547701176869,0.08450083897763357,0.10799715134948283,0.7017361094984814
noxi,metadata_head,single_text_xlm_roberta,center_mean,100,overall,577136,0.6796553663858155,0.09399459516019681,0.11899284943598278,0.6874080112590762,288568,0.414008575053246,0.08055135460258495,0.10429204633383884,0.44238672960984005,288568,0.5088648109327056,0.10743783571780868,0.1320672764362518,0.534668115169216
noxi,metadata_head,single_text_xlm_roberta,center_mean,50,overall,577136,0.672304226886548,0.096369491424692,0.12190334660072573,0.6823660413940629,288568,0.41100570770263234,0.0833527874681457,0.10776141083339907,0.4391595244897745,288568,0.505950455370662,0.1093861953812383,0.13456719570574663,0.5301902389467843
noxi,metadata_head,single_text_xlm_roberta,center_median,100,overall,577136,0.6712682096923493,0.09658628798449481,0.12203018105211548,0.6813017827059901,288568,0.4037384641694204,0.0831827280912487,0.10738713540519128,0.4328847625119911,288568,0.49741738434749716,0.10998984787774091,0.13509527499025006,0.5255786668614242
