corpus,branch,source_mode,smoother,param,dataset,session_id,n_frames,ccc,mae,rmse,pearson
noxi,metadata_head,best_single,causal_mean,50,noxi,011,72010,0.8383228500675112,0.061482644071983644,0.08580702091620535,0.8416317201854786
noxi,metadata_head,best_single,causal_mean,50,noxi,014,53448,0.6892138917778637,0.07362551412842333,0.08930346650255609,0.7346128642406023
noxi,metadata_head,best_single,causal_mean,50,noxi,058,75506,0.6696946384250908,0.054877558290306674,0.07287479355341461,0.6747264525599936
noxi,metadata_head,best_single,causal_mean,50,noxi,062,67788,0.5139044435805499,0.09132005282419044,0.11349876524452146,0.624642186915305
noxi,metadata_head,best_single,causal_mean,50,noxi,063,31992,0.7787457357189302,0.08851237504224571,0.11473999632467782,0.818958106611593
noxi,metadata_head,best_single,causal_mean,50,noxi,074,47716,0.7838400710961838,0.05493021796020758,0.07107534568652044,0.7930533921069677
noxi,metadata_head,best_single,causal_mean,50,noxi,075,49752,0.8511805112576226,0.05235295584250514,0.07237656128064542,0.8679485302078346
noxi,metadata_head,best_single,causal_mean,50,noxi,076,25068,0.6889891798200994,0.06630616664619936,0.08652710158653933,0.7337269627329907
noxi,metadata_head,best_single,causal_mean,100,noxi,007,108642,0.8914620048479992,0.06059296279917456,0.07986535089425043,0.8954343311051485
noxi,metadata_head,best_single,causal_mean,100,noxi,009,45214,0.5706989446139409,0.06629940452752084,0.0836840240867854,0.5811637870262261
noxi,metadata_head,best_single,causal_mean,100,noxi,011,72010,0.8090421672020792,0.06627224015473235,0.09255723689027696,0.8134862825250583
noxi,metadata_head,best_single,causal_mean,100,noxi,014,53448,0.643817249283305,0.0773083558659492,0.0942414530876048,0.6843623996640941
noxi,metadata_head,best_single,causal_mean,100,noxi,058,75506,0.6671502114345244,0.0541401454146239,0.07251727539070672,0.6726443309349007
noxi,metadata_head,best_single,causal_mean,100,noxi,062,67788,0.5040326906095737,0.09093709453049831,0.11328243480556348,0.6083118657673158
noxi,metadata_head,best_single,causal_mean,100,noxi,063,31992,0.7740132858341402,0.08890932597412204,0.11533225865231586,0.8155467905166893
noxi,metadata_head,best_single,causal_mean,100,noxi,074,47716,0.7701597812882893,0.05632705459430553,0.07281235738893067,0.7790635212400068
noxi,metadata_head,best_single,causal_mean,100,noxi,075,49752,0.8402184184656069,0.05341620672181684,0.07473024475556116,0.855740776576258
noxi,metadata_head,best_single,causal_mean,100,noxi,076,25068,0.6477243026232797,0.07005330454326536,0.09073621740798771,0.687139840064697
noxi,metadata_head,best_single,center_mean,5,noxi,007,108642,0.9116833132718789,0.055939952699884686,0.0725521445593123,0.9147125615143519
noxi,metadata_head,best_single,center_mean,5,noxi,009,45214,0.581857920950512,0.06640754442009124,0.08451103941181332,0.5956145205496579
noxi,metadata_head,best_single,center_mean,5,noxi,011,72010,0.8695880117057675,0.05501019751802706,0.07754347654375028,0.8721102863224577
noxi,metadata_head,best_single,center_mean,5,noxi,014,53448,0.7401310921183362,0.06801506698478198,0.08242306301742222,0.7903738995009414
noxi,metadata_head,best_single,center_mean,5,noxi,058,75506,0.6585272928157495,0.056564214718911106,0.07468108878721709,0.6632115178051246
noxi,metadata_head,best_single,center_mean,5,noxi,062,67788,0.5149545999628448,0.09199190442249754,0.11463651779330894,0.6300126176577454
noxi,metadata_head,best_single,center_mean,5,noxi,063,31992,0.7810747021795278,0.08852760044138515,0.11457945059540475,0.8203582117787865
noxi,metadata_head,best_single,center_mean,5,noxi,074,47716,0.797180431654693,0.05346886688582418,0.0692090000115973,0.806683905597283
noxi,metadata_head,best_single,center_mean,5,noxi,075,49752,0.8625810769416258,0.051362468632990606,0.0697324093172159,0.8804299801082103
noxi,metadata_head,best_single,center_mean,5,noxi,076,25068,0.7420912209241196,0.05994774533007503,0.0796011833137811,0.7929676773465915
noxi,metadata_head,best_single,center_mean,12,noxi,007,108642,0.9128932305684262,0.05548366973675246,0.07197393399801015,0.9160764664725335
noxi,metadata_head,best_single,center_mean,12,noxi,009,45214,0.5850955527290899,0.06591859300442054,0.0838546655657086,0.5983195192349839
noxi,metadata_head,best_single,center_mean,12,noxi,011,72010,0.8705998837405642,0.054643836270935074,0.07713081843169928,0.8733272888869501
noxi,metadata_head,best_single,center_mean,12,noxi,014,53448,0.7428875721197709,0.06749134111322005,0.0816816990465249,0.7924767773383949
noxi,metadata_head,best_single,center_mean,12,noxi,058,75506,0.6623595545679178,0.05605571482985371,0.0740079120382564,0.6670891168793758
noxi,metadata_head,best_single,center_mean,12,noxi,062,67788,0.5173307634860083,0.0915537428602742,0.11400881963863303,0.6317316274162835
noxi,metadata_head,best_single,center_mean,12,noxi,063,31992,0.7826399733114038,0.0881438155241451,0.11403357382004913,0.8222817626968376
noxi,metadata_head,best_single,center_mean,12,noxi,074,47716,0.7998122077780601,0.05299650857298486,0.06859724391308222,0.8091275864486674
noxi,metadata_head,best_single,center_mean,12,noxi,075,49752,0.8646565175009367,0.05084075323467521,0.0690988492713315,0.8821561947675229
noxi,metadata_head,best_single,center_mean,12,noxi,076,25068,0.7441429834849428,0.05946994049211074,0.07900055640045897,0.7945538693411149
noxi,metadata_head,best_single,center_mean,25,noxi,007,108642,0.9142207046826131,0.05496238525371685,0.0712644941944623,0.9177278540288523
noxi,metadata_head,best_single,center_mean,25,noxi,009,45214,0.5894047114620609,0.06515454560306945,0.08276058415903091,0.6015568910030419
noxi,metadata_head,best_single,center_mean,25,noxi,011,72010,0.8708730987154323,0.05449563053582136,0.07681817606605983,0.8740529201580743
noxi,metadata_head,best_single,center_mean,25,noxi,014,53448,0.7458998629529068,0.06664113210014184,0.08052728764572305,0.7939176976682906
noxi,metadata_head,best_single,center_mean,25,noxi,058,75506,0.6681977597651553,0.05523792440489774,0.07291351355648523,0.6730858353420518
noxi,metadata_head,best_single,center_mean,25,noxi,062,67788,0.5211473857864548,0.09079955086611449,0.11286919428087192,0.6340131216160144
noxi,metadata_head,best_single,center_mean,25,noxi,063,31992,0.7855159782089224,0.08745639923640576,0.11301200594048827,0.8258413762844848
noxi,metadata_head,best_single,center_mean,25,noxi,074,47716,0.8030631644296532,0.052230800565140456,0.06772650017218633,0.8120300289768291
noxi,metadata_head,best_single,center_mean,25,noxi,075,49752,0.8675362335056331,0.05006364101814168,0.06815817109744768,0.8843455232501932
noxi,metadata_head,best_single,center_mean,25,noxi,076,25068,0.7453225676334012,0.058942049493066015,0.07817261117336197,0.7945119776390214
noxi,metadata_head,best_single,center_mean,50,noxi,007,108642,0.914067070032677,0.05493769854276113,0.07104366362886796,0.9182013042297549
noxi,metadata_head,best_single,center_mean,50,noxi,009,45214,0.5931464143232292,0.06427150297603902,0.0812630002434717,0.6035789029129445
noxi,metadata_head,best_single,center_mean,50,noxi,011,72010,0.868536419151015,0.05492642855885535,0.07703996093475507,0.8727431470688806
noxi,metadata_head,best_single,center_mean,50,noxi,014,53448,0.7454703707629922,0.06557858910918207,0.0792326017166194,0.7903088248951726
noxi,metadata_head,best_single,center_mean,50,noxi,058,75506,0.6736687298799349,0.054129197411358805,0.07156671063344443,0.6790334864531872
noxi,metadata_head,best_single,center_mean,50,noxi,062,67788,0.5254963842285131,0.08948628936996982,0.11102005833361124,0.6347425060904889
