dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.7976281381479748,0.06405372136745512,0.08351686830401552,0.8088535939073846
noxij,400748,0.605154183092555,0.05349556348367285,0.0818064345540135,0.6226876845496996
