role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.8993313065086028,0.057097540118366576,0.08207613718070364,0.9004366832690046
expert,1,488942,0.8535145018943762,0.06235619592820439,0.08355760779516598,0.8574219206969679
