role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,104317,0.33326399648213906,0.4765771282604002,0.627549999834805,0.6410268700211854
purple,social,90804,0.20196347165024348,0.33397684932478605,0.46933620506245477,0.4815096251266464
yellow,task,111375,0.14857435347137066,0.3369042572719675,0.4719513378722493,0.5164624017957351
yellow,social,93812,0.18761793889493739,0.3014131167719621,0.47461179002802606,0.48909521169999576
