domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,65346,0.2838412461110044,0.409021626897449,0.6837467380451515,0.6763229577938971
CR,purple,social,17295,-0.0009460021366571757,0.031131948114511636,0.013371902667638408,0.08412836079791847
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
