role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,801503,0.14020000561692036,0.3140549491333586,0.536447538212178,0.5391383438365172
purple,social,790873,0.25379783660697214,0.3838888345322876,0.5104600682513175,0.5176747720556903
yellow,task,802313,0.22378377218751916,0.3896122524991977,0.5853287357171939,0.588006177140343
yellow,social,792261,0.24194450182601032,0.3698754552587292,0.4697801700720651,0.4817389723841007
