role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.28735886306854286,0.27014821599064515,0.6557436707055612,0.677195237658005
purple,social,17295,0.22587486955370908,0.27354821214574754,0.41911016821143987,0.38849378433073145
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
