epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,0.999826192855835,-0.07045384230729211,0.5526727738391168,0.6548996327706766,-0.2342293223572167,1,-0.07045384230729211
