role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,10875,0.041574365888631816,0.44482083801517613,0.5145304353298499,0.12511136593177127
expert,1,10875,-0.11150735817445362,0.6605247096630578,0.7700944676632921,-0.42379750985598763
